time_preceding,time_following,callsign_preceding,callsign_following,X_pre,Y_pre,X_fol,Y_fol,distance_nm
05:30:13:641,05:30:17:594,VLG3BV,VLG2472,13.347095687818117,2.5862302663043955,16.3755348428394,7.11467680604762,5.447776773967378
05:30:17:594,05:30:17:641,VLG2472,VLG3BV,16.3755348428394,7.11467680604762,13.097505435886044,2.3929672099011703,5.748044737403533
05:30:17:641,05:30:21:570,VLG3BV,VLG2472,13.097505435886044,2.3929672099011703,16.386155827347327,6.864160478639692,5.550386531014856
05:30:21:570,05:30:21:641,VLG2472,VLG3BV,16.386155827347327,6.864160478639692,12.850862607841352,2.199733341581885,5.852792381829908
05:30:21:641,05:30:25:555,VLG3BV,VLG3LK,12.850862607841352,2.199733341581885,18.16249773035752,10.474436221817072,9.832811166239278
05:30:25:555,05:30:25:555,VLG3LK,VLG2472,18.16249773035752,10.474436221817072,16.398541632856762,6.611512370964263,4.24661297876291
05:30:29:531,05:30:29:617,VLG2472,VLG3LK,16.40656094423962,6.342415657502392,18.03386293289918,10.414148799904698,4.384874290698961
05:30:29:617,05:30:33:516,VLG3LK,VLG2472,18.03386293289918,10.414148799904698,16.41493298817589,6.068318214078265,4.637583168701804
05:30:33:516,05:30:33:664,VLG2472,VLG3LK,16.41493298817589,6.068318214078265,17.892933320310203,10.348111018174256,4.527815304071154
05:30:33:664,05:30:37:500,VLG3LK,VLG2472,17.892933320310203,10.348111018174256,16.42260933102359,5.788803310593428,4.790526005135307
05:30:37:500,05:30:37:711,VLG2472,VLG3LK,16.42260933102359,5.788803310593428,17.732948023868268,10.270180381666702,4.6690178777883435
05:30:37:711,05:30:41:484,VLG3LK,VLG2472,17.732948023868268,10.270180381666702,16.42896324259531,5.508042852953917,4.937441660634199
05:30:41:484,05:30:41:742,VLG2472,VLG3LK,16.42896324259531,5.508042852953917,17.567903033706052,10.19266581845087,4.821086617831798
05:30:41:742,05:30:45:469,VLG3LK,VLG2472,17.567903033706052,10.19266581845087,16.43440269595288,5.225602781920866,5.094755953384737
05:30:45:469,05:30:45:773,VLG2472,VLG3LK,16.43440269595288,5.225602781920866,17.400971693640155,10.116871918292698,4.985856936547
05:30:45:773,05:30:49:453,VLG3LK,VLG2472,17.400971693640155,10.116871918292698,16.4358512861042,4.937520787605036,5.268504107998582
05:30:49:453,05:30:49:781,VLG2472,VLG3LK,16.4358512861042,4.937520787605036,17.23911134932485,10.03411006597107,5.159500848097697
05:30:49:781,05:30:53:438,VLG3LK,VLG2472,17.23911134932485,10.03411006597107,16.43844343908897,4.654848568581794,5.438522166892051
05:30:53:438,05:30:53:797,VLG2472,VLG3LK,16.43844343908897,4.654848568581794,17.076378398197036,9.954723789205309,5.3381306059548
05:30:53:797,05:30:57:422,VLG3LK,VLG2472,17.076378398197036,9.954723789205309,16.440866516486683,4.36554623249954,5.625191651150963
05:30:57:422,05:30:57:805,VLG2472,VLG3LK,16.440866516486683,4.36554623249954,16.91296107109312,9.872070156407643,5.526724074265093
05:30:57:805,05:31:01:414,VLG3LK,VLG2472,16.91296107109312,9.872070156407643,16.436136828751625,4.0797451069758655,5.811917999796572
05:31:01:414,05:31:01:797,VLG2472,VLG3LK,16.436136828751625,4.0797451069758655,16.762635623197852,9.768102419355856,5.697719752329149
05:31:01:797,05:31:05:406,VLG3LK,VLG2472,16.762635623197852,9.768102419355856,16.378140502256358,3.801345856196994,5.979132075981193
05:31:05:406,05:31:05:789,VLG2472,VLG3LK,16.378140502256358,3.801345856196994,16.637340830828418,9.634244513214432,5.838654943852025
05:31:05:789,05:31:09:398,VLG3LK,VLG2472,16.637340830828418,9.634244513214432,16.311095475563114,3.5296726753936074,6.113283353072005
05:31:09:398,05:31:09:773,VLG2472,VLG3LK,16.311095475563114,3.5296726753936074,16.529700408691358,9.485228397526214,5.959566433576728
05:31:09:773,05:31:13:398,VLG3LK,VLG2472,16.529700408691358,9.485228397526214,16.20674940551192,3.2646371713487605,6.228968819447608
05:31:13:398,05:31:13:750,VLG2472,VLG3LK,16.20674940551192,3.2646371713487605,16.44730178705816,9.320283112464086,6.060421867528207
05:31:13:750,05:31:17:398,VLG3LK,VLG2472,16.44730178705816,9.320283112464086,16.092419517181224,3.0070862448347118,6.32316345786809
05:31:17:398,05:31:17:727,VLG2472,VLG3LK,16.092419517181224,3.0070862448347118,16.391167772151608,9.13537184367878,6.13556312825868
05:31:17:727,05:31:21:398,VLG3LK,VLG2472,16.391167772151608,9.13537184367878,15.967252875247429,2.7485206118493006,6.400904037504312
05:31:21:398,05:31:21:695,VLG2472,VLG3LK,15.967252875247429,2.7485206118493006,16.354281201892793,8.941472246005475,6.205033510676919
05:31:21:695,05:31:25:391,VLG3LK,VLG2472,16.354281201892793,8.941472246005475,15.846854645394796,2.4924991934201923,6.46890525075229
05:31:25:391,05:31:25:664,VLG2472,VLG3LK,15.846854645394796,2.4924991934201923,16.32927958717195,8.741996590962959,6.268089944021424
05:31:25:664,05:31:29:391,VLG3LK,VLG2472,16.32927958717195,8.741996590962959,15.723810300575648,2.233765812911188,6.5363339049800535
05:31:29:391,05:31:29:641,VLG2472,VLG3LK,15.723810300575648,2.233765812911188,16.30163745663222,8.529166067421615,6.321862746593474
05:31:29:641,05:31:33:383,VLG3LK,VLG2472,16.30163745663222,8.529166067421615,15.601560142915076,1.9832139160374096,6.583281690266103
05:31:33:383,05:31:33:609,VLG2472,VLG3LK,15.601560142915076,1.9832139160374096,16.2829969481088,8.31422610995738,6.367579722236384
05:31:33:609,05:31:37:383,VLG3LK,VLG2472,16.2829969481088,8.31422610995738,15.47643443166258,1.725549833166111,6.637860963690646
05:31:37:383,05:31:37:586,VLG2472,VLG3LK,15.47643443166258,1.725549833166111,16.272200874217745,8.093854968823118,6.417830983434537
05:31:37:586,05:31:41:383,VLG3LK,VLG2472,16.272200874217745,8.093854968823118,15.351059145438471,1.4718965230573613,6.68571879022345
05:31:41:383,05:31:41:555,VLG2472,VLG3LK,15.351059145438471,1.4718965230573613,16.26300156892516,7.8624578514988706,6.455301160776845
05:31:41:555,05:31:45:375,VLG3LK,VLG2472,16.26300156892516,7.8624578514988706,15.221064746986118,1.2116882796816797,6.7318918766065945
05:31:45:375,05:31:45:531,VLG2472,VLG3LK,15.221064746986118,1.2116882796816797,16.260073115522037,7.626141526859598,6.498057313545258
05:31:45:531,05:31:49:375,VLG3LK,VLG2472,16.260073115522037,7.626141526859598,15.09324450466888,0.9592145773284836,6.768264471597557
05:31:49:375,05:31:49:508,VLG2472,VLG3LK,15.09324450466888,0.9592145773284836,16.26131487886049,7.382896743530631,6.529018377325005
05:32:01:445,05:32:05:398,VLG3LK,VLG55PB,16.285174845709772,6.621177962719743,18.197111138220635,10.48489406110824,4.310893466042349
05:32:05:398,05:32:05:422,VLG55PB,VLG3LK,18.197111138220635,10.48489406110824,16.296779466823022,6.363004932340731,4.538857835531823
05:32:09:406,05:32:09:469,VLG3LK,VLG55PB,16.30670972991899,6.100307142439735,18.07578939711381,10.430562185164936,4.677686565379212
05:32:09:469,05:32:13:391,VLG55PB,VLG3LK,18.07578939711381,10.430562185164936,16.31882904962477,5.839285285310932,4.915967171755909
05:32:13:391,05:32:13:523,VLG3LK,VLG55PB,16.31882904962477,5.839285285310932,17.942778264134684,10.365574073593969,4.808794157192018
05:32:13:523,05:32:17:367,VLG55PB,VLG3LK,17.942778264134684,10.365574073593969,16.332211124722402,5.583882572835761,5.0456416954613355
05:32:17:367,05:32:17:563,VLG3LK,VLG55PB,16.332211124722402,5.583882572835761,17.787771558748272,10.295819181509655,4.931632871703125
05:32:17:563,05:32:21:352,VLG55PB,VLG3LK,17.787771558748272,10.295819181509655,16.347648131942183,5.330106646840767,5.170324599230054
05:32:21:352,05:32:21:602,VLG3LK,VLG55PB,16.347648131942183,5.330106646840767,17.62484076660587,10.21963228110314,5.053581101966014
05:32:21:602,05:32:25:344,VLG55PB,VLG3LK,17.62484076660587,10.21963228110314,16.359859024920787,5.070958596348167,5.301793990611571
05:32:25:344,05:32:25:625,VLG3LK,VLG55PB,16.359859024920787,5.070958596348167,17.467958840481284,10.14324683845087,5.191916140715152
05:32:25:625,05:32:29:328,VLG55PB,VLG3LK,17.467958840481284,10.14324683845087,16.373019013012566,4.817205111756717,5.437427121375003
05:32:29:328,05:32:29:648,VLG3LK,VLG55PB,16.373019013012566,4.817205111756717,17.30818679063542,10.06862141750097,5.334033369650088
05:32:29:648,05:32:33:313,VLG55PB,VLG3LK,17.30818679063542,10.06862141750097,16.384815203465326,4.560717992484847,5.5847663538681145
05:32:33:313,05:32:33:656,VLG3LK,VLG55PB,16.384815203465326,4.560717992484847,17.15202594241871,9.992807688075793,5.486001346965815
05:32:33:656,05:32:37:297,VLG55PB,VLG3LK,17.15202594241871,9.992807688075793,16.397669236808802,4.3092261472684426,5.733424209868365
05:32:37:297,05:32:37:664,VLG3LK,VLG55PB,16.397669236808802,4.3092261472684426,17.000959264370014,9.907311310123468,5.630498765467619
05:32:37:664,05:32:41:289,VLG55PB,VLG3LK,17.000959264370014,9.907311310123468,16.405943621160663,4.043784744577549,5.893639571650659
05:32:41:289,05:32:41:656,VLG3LK,VLG55PB,16.405943621160663,4.043784744577549,16.877257509743785,9.783539264329812,5.7590727316633075
05:32:41:656,05:32:45:273,VLG55PB,VLG3LK,16.877257509743785,9.783539264329812,16.40480279517988,3.785597956296394,6.016520040017094
05:32:45:273,05:32:45:633,VLG3LK,VLG55PB,16.40480279517988,3.785597956296394,16.785580072147123,9.634934045390375,5.861716814878714
05:32:45:633,05:32:49:266,VLG55PB,VLG3LK,16.785580072147123,9.634934045390375,16.3481178905643,3.5357180997514432,6.11488416176884
05:32:49:266,05:32:49:609,VLG3LK,VLG55PB,16.3481178905643,3.5357180997514432,16.71846260658607,9.478925017815394,5.954734559962219
05:32:49:609,05:32:53:266,VLG55PB,VLG3LK,16.71846260658607,9.478925017815394,16.26568339745074,3.280406238138754,6.215033714649438
05:32:53:266,05:32:53:578,VLG3LK,VLG55PB,16.26568339745074,3.280406238138754,16.67459730806783,9.302511168819988,6.035972032939798
05:32:53:578,05:32:57:258,VLG55PB,VLG3LK,16.67459730806783,9.302511168819988,16.18236652864811,3.0335286385192783,6.288277435468606
05:32:57:258,05:32:57:547,VLG3LK,VLG55PB,16.18236652864811,3.0335286385192783,16.65989508422594,9.114257330866712,6.099450381085953
05:32:57:547,05:33:01:258,VLG55PB,VLG3LK,16.65989508422594,9.114257330866712,16.068991227797856,2.7903402230810426,6.35146400081791
05:33:01:258,05:33:01:516,VLG3LK,VLG55PB,16.068991227797856,2.7903402230810426,16.648381966624996,8.924534551787923,6.16149605944679
05:33:01:516,05:33:05:258,VLG55PB,VLG3LK,16.648381966624996,8.924534551787923,15.95340853415213,2.539831359431828,6.4224156612854975
05:33:05:258,05:33:05:484,VLG3LK,VLG55PB,15.95340853415213,2.539831359431828,16.634063751375077,8.722282340876898,6.21980640074142
05:33:05:484,05:33:09:258,VLG55PB,VLG3LK,16.634063751375077,8.722282340876898,15.833859609999871,2.291147308942129,6.480727155717378
05:33:09:258,05:33:09:461,VLG3LK,VLG55PB,15.833859609999871,2.291147308942129,16.621874126663045,8.519078266561342,6.277586390591822
05:33:09:461,05:33:13:250,VLG55PB,VLG3LK,16.621874126663045,8.519078266561342,15.708952279326615,2.0402121962731083,6.5428687787602975
05:33:13:250,05:33:13:430,VLG3LK,VLG55PB,15.708952279326615,2.0402121962731083,16.612352403166547,8.30900821547091,6.3335562927998215
05:33:17:406,05:33:21:320,VLG55PB,VLG56ND,16.607684016640285,8.094948062123853,18.17234868204878,10.478568762024851,2.851284474789285
05:33:21:320,05:33:21:383,VLG56ND,VLG55PB,18.17234868204878,10.478568762024851,16.602635433271686,7.876195604427109,3.039135688772646
05:33:25:359,05:33:25:383,VLG55PB,VLG56ND,16.59423934733904,7.649174798175742,18.0484189543744,10.419183786497245,3.128512126378837
05:33:25:383,05:33:29:336,VLG56ND,VLG55PB,18.0484189543744,10.419183786497245,16.581343323923686,7.4140866808781825,3.3440872476151737
05:33:29:336,05:33:29:430,VLG55PB,VLG56ND,16.581343323923686,7.4140866808781825,17.912891330541328,10.35783206905949,3.2308910542397022
05:33:29:430,05:33:33:320,VLG56ND,VLG55PB,17.912891330541328,10.35783206905949,16.569344908896763,7.176603940738243,3.453307022483843
05:33:33:320,05:33:33:477,VLG55PB,VLG56ND,16.569344908896763,7.176603940738243,17.758867742009823,10.28413215222818,3.3274158375086165
05:33:33:477,05:33:37:305,VLG56ND,VLG55PB,17.758867742009823,10.28413215222818,16.556545757012763,6.937655753918893,3.5559081034312974
05:33:37:305,05:33:37:508,VLG55PB,VLG56ND,16.556545757012763,6.937655753918893,17.597367571597577,10.207823829548468,3.431808458026535
05:33:37:508,05:33:41:289,VLG56ND,VLG55PB,17.597367571597577,10.207823829548468,16.54583162013419,6.695331175737165,3.666515034784173
05:33:41:289,05:33:41:531,VLG55PB,VLG56ND,16.54583162013419,6.695331175737165,17.440230570507897,10.121121747215597,3.5406200759273943
05:33:41:531,05:33:45:273,VLG56ND,VLG55PB,17.440230570507897,10.121121747215597,16.536187348342434,6.449992648878087,3.7808045445650436
05:33:45:273,05:33:45:547,VLG55PB,VLG56ND,16.536187348342434,6.449992648878087,17.27325968456827,10.042312232593146,3.66715633977775
05:33:45:547,05:33:49:258,VLG56ND,VLG55PB,17.27325968456827,10.042312232593146,16.527644637124162,6.200800589799298,3.9132024609896896
05:33:49:258,05:33:49:563,VLG55PB,VLG56ND,16.527644637124162,6.200800589799298,17.11438783063516,9.963455161548836,3.808127755398863
05:33:49:563,05:33:53:234,VLG56ND,VLG55PB,17.11438783063516,9.963455161548836,16.521789817942228,5.942926887135987,4.063966044395644
05:33:53:234,05:33:53:570,VLG55PB,VLG56ND,16.521789817942228,5.942926887135987,16.950493303209733,9.880539180172942,3.9608808677560923
05:33:53:570,05:33:57:227,VLG56ND,VLG55PB,16.950493303209733,9.880539180172942,16.515786507436797,5.674707802332185,4.228236934837149
05:33:57:227,05:33:57:570,VLG55PB,VLG56ND,16.515786507436797,5.674707802332185,16.79455450072286,9.789664995682744,4.1243889604629
05:33:57:570,05:34:01:211,VLG56ND,VLG55PB,16.79455450072286,9.789664995682744,16.506846168716084,5.400858958895433,4.398226291682462
05:34:01:211,05:34:01:555,VLG55PB,VLG56ND,16.506846168716084,5.400858958895433,16.67317995572314,9.644057783441967,4.246457723012582
05:34:01:555,05:34:05:195,VLG56ND,VLG55PB,16.67317995572314,9.644057783441967,16.492938776343454,5.125643629104423,4.522007668377183
05:34:09:180,05:34:09:523,VLG55PB,VLG56ND,16.48612300399145,4.849713234031442,16.471086555887794,9.337609192427117,4.487921147720379
05:34:09:523,05:34:13:172,VLG56ND,VLG55PB,16.471086555887794,9.337609192427117,16.481206941306496,4.562518109137404,4.7751018079109
05:34:13:172,05:34:13:492,VLG55PB,VLG56ND,16.481206941306496,4.562518109137404,16.41840164869374,9.155271339459762,4.593182637280672
05:34:13:492,05:34:17:164,VLG56ND,VLG55PB,16.41840164869374,9.155271339459762,16.475080822014,4.284460488349618,4.871140613447799
05:34:17:164,05:34:17:469,VLG55PB,VLG56ND,16.475080822014,4.284460488349618,16.38114396869924,8.95693549703818,4.673419180774377
05:34:17:469,05:34:21:148,VLG56ND,VLG55PB,16.38114396869924,8.95693549703818,16.460953574665897,3.996518601055987,4.961058894545615
05:34:21:148,05:34:21:438,VLG55PB,VLG56ND,16.460953574665897,3.996518601055987,16.351664294907444,8.757046659024692,4.761782390804666
05:34:21:438,05:34:25:148,VLG56ND,VLG55PB,16.351664294907444,8.757046659024692,16.419224509387558,3.708632553797512,5.048866146021039
05:34:25:148,05:34:25:414,VLG55PB,VLG56ND,16.419224509387558,3.708632553797512,16.31924580856421,8.548929446460553,4.841329337045954
05:34:25:414,05:34:29:141,VLG56ND,VLG55PB,16.31924580856421,8.548929446460553,16.32529843294376,3.4309390744073114,5.1179939510213925
05:34:29:141,05:34:29:383,VLG55PB,VLG56ND,16.32529843294376,3.4309390744073114,16.29149345497337,8.341948909885298,4.911126182526479
05:34:29:383,05:34:33:141,VLG56ND,VLG55PB,16.29149345497337,8.341948909885298,16.20602005971658,3.152657863161329,5.1899949199306805
05:34:33:141,05:34:33:203,VLG55PB,VLG1PT,16.20602005971658,3.152657863161329,18.197933519605588,10.484556349461707,7.597661129920232
05:34:33:203,05:34:33:359,VLG1PT,VLG56ND,18.197933519605588,10.484556349461707,16.258280916958764,8.12788380357921,3.0522381472406264
05:34:33:359,05:34:37:133,VLG56ND,VLG55PB,16.258280916958764,8.12788380357921,16.072525531985228,2.883126318767484,5.248045935158655
05:34:37:133,05:34:37:273,VLG55PB,VLG1PT,16.072525531985228,2.883126318767484,18.07818622436461,10.429247338636127,7.808112272467598
05:34:37:273,05:34:37:344,VLG1PT,VLG56ND,18.07818622436461,10.429247338636127,16.219084530439275,7.902141629480499,3.137279454177301
05:34:37:344,05:34:41:133,VLG56ND,VLG55PB,16.219084530439275,7.902141629480499,15.934377022764211,2.6112433377711364,5.29855292491635
05:34:41:133,05:34:41:320,VLG55PB,VLG56ND,15.934377022764211,2.6112433377711364,16.182292703917714,7.677257912616497,5.072077075272755
05:34:41:320,05:34:41:328,VLG56ND,VLG1PT,16.182292703917714,7.677257912616497,17.94584749014699,10.36821408632848,3.217354598559323
05:34:41:328,05:34:45:133,VLG1PT,VLG55PB,17.94584749014699,10.36821408632848,15.79413377810254,2.336603732964904,8.314844362154776
05:34:45:133,05:34:45:297,VLG55PB,VLG56ND,15.79413377810254,2.336603732964904,16.141034049382277,7.44414942147922,5.119312723254473
05:34:45:297,05:34:45:367,VLG56ND,VLG1PT,16.141034049382277,7.44414942147922,17.79692999490257,10.298490292698714,3.299886845257668
05:34:45:367,05:34:49:125,VLG1PT,VLG55PB,17.79692999490257,10.298490292698714,15.65517033744279,2.0663619501775488,8.50617842970993
05:34:49:125,05:34:49:281,VLG55PB,VLG56ND,15.65517033744279,2.0663619501775488,16.098697379928087,7.204668665292335,5.157413318322418
05:34:49:281,05:34:49:406,VLG56ND,VLG1PT,16.098697379928087,7.204668665292335,17.63396985519889,10.221871918362924,3.385347403689005
05:34:49:406,05:34:53:125,VLG1PT,VLG55PB,17.63396985519889,10.221871918362924,15.514425435870947,1.792544483942195,8.691721897425284
05:34:53:125,05:34:53:266,VLG55PB,VLG56ND,15.514425435870947,1.792544483942195,16.059163109073175,6.965846909891848,5.20190322122032
05:34:53:266,05:34:53:430,VLG56ND,VLG1PT,16.059163109073175,6.965846909891848,17.470330343132186,10.14639595815367,3.4795524440480765
05:34:53:430,05:34:57:133,VLG1PT,VLG55PB,17.470330343132186,10.14639595815367,15.37348083655206,1.5194390605799664,8.878128359391964
05:34:57:133,05:34:57:250,VLG55PB,VLG56ND,15.37348083655206,1.5194390605799664,16.01552879272335,6.718325510750359,5.238381992542072
05:34:57:250,05:34:57:453,VLG56ND,VLG1PT,16.01552879272335,6.718325510750359,17.30523645302102,10.065669717815014,3.5872077009283685
05:34:57:453,05:35:01:125,VLG1PT,VLG55PB,17.30523645302102,10.065669717815014,15.233322501081318,1.245996729937356,9.059771467169645
05:35:01:125,05:35:01:234,VLG55PB,VLG56ND,15.233322501081318,1.245996729937356,15.973358434950717,6.471548871996794,5.277693470901842
05:35:01:234,05:35:01:469,VLG56ND,VLG1PT,15.973358434950717,6.471548871996794,17.14842770852414,9.990993696059103,3.7104285018465655
05:35:01:469,05:35:05:125,VLG1PT,VLG55PB,17.14842770852414,9.990993696059103,15.09421732272684,0.9686705388636894,9.253220815585356
05:35:05:125,05:35:05:219,VLG55PB,VLG56ND,15.09421732272684,0.9686705388636894,15.927037658432324,6.219063434389784,5.31603379117886
05:35:05:219,05:35:05:469,VLG56ND,VLG1PT,15.927037658432324,6.219063434389784,16.994185988513408,9.909320318691934,3.8414582427164636
05:35:05:469,05:35:09:125,VLG1PT,VLG55PB,16.994185988513408,9.909320318691934,14.94571812910713,0.6981526148411484,9.436197912267646
05:35:09:125,05:35:09:211,VLG55PB,VLG56ND,14.94571812910713,0.6981526148411484,15.882541466332247,5.967181390509758,5.351663498763114
05:35:09:211,05:35:09:469,VLG56ND,VLG1PT,15.882541466332247,5.967181390509758,16.867469402657587,9.78946457334366,3.9471422281859763
05:35:09:469,05:35:13:117,VLG1PT,VLG55PB,16.867469402657587,9.78946457334366,14.777364558243356,0.4393061486228476,9.580918579552872
05:35:13:117,05:35:13:195,VLG55PB,VLG56ND,14.777364558243356,0.4393061486228476,15.835104471681277,5.7050771276015535,5.370955010753117
05:35:13:195,05:35:13:445,VLG56ND,VLG1PT,15.835104471681277,5.7050771276015535,16.765232532632584,9.64794267928789,4.051089602618515
05:35:13:445,05:35:17:125,VLG1PT,VLG55PB,16.765232532632584,9.64794267928789,14.53506263745992,0.2200071224181813,9.688117806149068
05:35:17:125,05:35:17:180,VLG55PB,VLG56ND,14.53506263745992,0.2200071224181813,15.789432156711085,5.447440812094398,5.375826064037815
05:35:17:180,05:35:17:422,VLG56ND,VLG1PT,15.789432156711085,5.447440812094398,16.696150908546972,9.493607464584027,4.146517029345226
05:35:17:422,05:35:21:172,VLG1PT,VLG56ND,16.696150908546972,9.493607464584027,15.74542266663279,5.190289516374216,4.407088557467155
05:35:21:172,05:35:21:391,VLG56ND,VLG1PT,15.74542266663279,5.190289516374216,16.658264229326527,9.315450391639752,4.224953486773868
05:35:21:391,05:35:25:156,VLG1PT,VLG56ND,16.658264229326527,9.315450391639752,15.685015516447042,4.927982261036366,4.4941172274632475
05:35:25:156,05:35:25:359,VLG56ND,VLG1PT,15.685015516447042,4.927982261036366,16.63220017962703,9.142683966768288,4.319822826744514
05:35:25:359,05:35:29:148,VLG1PT,VLG56ND,16.63220017962703,9.142683966768288,15.574470751922384,4.684218933442507,4.582215839047858
05:35:29:148,05:35:29:336,VLG56ND,VLG1PT,15.574470751922384,4.684218933442507,16.61438597574411,8.96653259713666,4.406771379025446
05:35:29:336,05:35:33:156,VLG1PT,VLG56ND,16.61438597574411,8.96653259713666,15.450565459843984,4.450398140963327,4.663684017969703
05:35:33:156,05:35:33:313,VLG56ND,VLG1PT,15.450565459843984,4.450398140963327,16.59492059027339,8.781189776085395,4.479431308925651
05:35:33:313,05:35:37:156,VLG1PT,VLG56ND,16.59492059027339,8.781189776085395,15.301222592806312,4.228728569160694,4.732711437348006
05:35:37:156,05:35:37:281,VLG56ND,VLG1PT,15.301222592806312,4.228728569160694,16.58316870972363,8.599119043060748,4.554525084027502
05:35:37:281,05:35:41:156,VLG1PT,VLG56ND,16.58316870972363,8.599119043060748,15.114202526481812,4.033352838323268,4.796257153638754
05:35:41:156,05:35:41:258,VLG56ND,VLG1PT,15.114202526481812,4.033352838323268,16.57577178299807,8.413001456248303,4.617088553199533
05:35:41:258,05:35:45:156,VLG1PT,VLG56ND,16.57577178299807,8.413001456248303,14.903179960875734,3.860434500809068,4.850095801856678
05:35:45:156,05:35:45:234,VLG56ND,VLG1PT,14.903179960875734,3.860434500809068,16.56889128122633,8.215634948930212,4.662870912437822
05:35:45:234,05:35:49:117,VLG1PT,VLG11TT,16.56889128122633,8.215634948930212,18.188249489681617,10.488688985620083,2.790895136153209
05:35:49:117,05:35:49:164,VLG11TT,VLG56ND,18.188249489681617,10.488688985620083,14.68365233489719,3.6936828945031848,7.645541772539003
05:35:49:164,05:35:49:211,VLG56ND,VLG1PT,14.68365233489719,3.6936828945031848,16.565042510325828,8.014858804260532,4.7129810348935886
05:35:49:211,05:35:53:164,VLG1PT,VLG56ND,16.565042510325828,8.014858804260532,14.46879916491045,3.530424702183587,4.950190438666872
05:35:53:164,05:35:53:180,VLG56ND,VLG11TT,14.46879916491045,3.530424702183587,18.069143058183386,10.429856314363263,7.782328232667392
05:35:53:180,05:35:53:188,VLG11TT,VLG1PT,18.069143058183386,10.429856314363263,16.563101606685848,7.807598143463975,3.023970695704059
05:35:53:188,05:35:57:164,VLG1PT,VLG56ND,16.563101606685848,7.807598143463975,14.249334438744787,3.3584951128835048,5.014781778319205
05:35:57:164,05:35:57:164,VLG56ND,VLG1PT,14.249334438744787,3.3584951128835048,16.56307155370353,7.59342621865884,4.825766354456162
05:35:57:164,05:35:57:234,VLG1PT,VLG11TT,16.56307155370353,7.59342621865884,17.93130347785456,10.368770609549816,3.0942842607485224
05:35:57:234,05:36:01:141,VLG11TT,VLG1PT,17.93130347785456,10.368770609549816,16.561379364269797,7.374573985701304,3.292704891004784
05:36:01:141,05:36:01:164,VLG1PT,VLG56ND,16.561379364269797,7.374573985701304,14.035621322906502,3.188981259025558,4.888623544221038
05:36:01:164,05:36:01:273,VLG56ND,VLG11TT,14.035621322906502,3.188981259025558,17.777835229944685,10.29381681540157,8.030121618579312
05:36:01:273,05:36:05:125,VLG11TT,VLG1PT,17.777835229944685,10.29381681540157,16.56083569954811,7.152915780992482,3.3684339335865796
05:36:05:125,05:36:05:172,VLG1PT,VLG56ND,16.56083569954811,7.152915780992482,13.824937623995169,3.0150757721357158,4.960530034049795
05:36:05:172,05:36:05:313,VLG56ND,VLG11TT,13.824937623995169,3.0150757721357158,17.611012867282057,10.216488642492976,8.136013340523544
05:36:05:313,05:36:09:102,VLG11TT,VLG1PT,17.611012867282057,10.216488642492976,16.556564635164786,6.922679741291171,3.458473384580468
05:36:09:102,05:36:09:336,VLG1PT,VLG11TT,16.556564635164786,6.922679741291171,17.44960029633772,10.139405351227266,3.338388285047939
05:36:09:336,05:36:13:086,VLG11TT,VLG1PT,17.44960029633772,10.139405351227266,16.553333171977396,6.68929935104817,3.5646214624670773
05:36:13:086,05:36:13:359,VLG1PT,VLG11TT,16.553333171977396,6.68929935104817,17.278928293717712,10.059550948637016,3.4474750342451372
05:36:13:359,05:36:17:070,VLG11TT,VLG1PT,17.278928293717712,10.059550948637016,16.549148482734356,6.449621059890518,3.68295701497916
05:36:17:070,05:36:17:375,VLG1PT,VLG11TT,16.549148482734356,6.449621059890518,17.111867484402236,9.979036719753298,3.5739932253604954
05:36:17:375,05:36:21:055,VLG11TT,VLG1PT,17.111867484402236,9.979036719753298,16.543494036821,6.203709923019421,3.8178712390614034
05:36:21:055,05:36:21:383,VLG1PT,VLG11TT,16.543494036821,6.203709923019421,16.953932006196517,9.902510728645424,3.721503288511871
05:36:21:383,05:36:25:039,VLG11TT,VLG1PT,16.953932006196517,9.902510728645424,16.535296114259364,5.95181652537228,3.972812693520051
05:36:25:039,05:36:25:383,VLG1PT,VLG11TT,16.535296114259364,5.95181652537228,16.801354942270873,9.79597782238674,3.8533574162575106
05:36:25:383,05:36:29:023,VLG11TT,VLG1PT,16.801354942270873,9.79597782238674,16.52697075590255,5.6928886559093055,4.1122533226679385
05:36:29:023,05:36:29:375,VLG1PT,VLG11TT,16.52697075590255,5.6928886559093055,16.661882724906274,9.686042061439757,3.9954318113915925
05:36:29:375,05:36:33:016,VLG11TT,VLG1PT,16.661882724906274,9.686042061439757,16.51886548103963,5.436086531396013,4.252361219298357
05:36:33:016,05:36:33:359,VLG1PT,VLG11TT,16.51886548103963,5.436086531396013,16.539078507960454,9.554270477300618,4.118233550779232
05:36:33:359,05:36:37:000,VLG11TT,VLG1PT,16.539078507960454,9.554270477300618,16.507858593938238,5.169213178313338,4.38516843444276
05:36:37:000,05:36:37:344,VLG1PT,VLG11TT,16.507858593938238,5.169213178313338,16.440748061661836,9.38246130512447,4.213782576453125
05:36:37:344,05:36:40:984,VLG11TT,VLG1PT,16.440748061661836,9.38246130512447,16.499413034639055,4.906540163662357,4.476305579788083
05:36:40:984,05:36:41:320,VLG1PT,VLG11TT,16.499413034639055,4.906540163662357,16.36006938747752,9.222215826726186,4.317924626573014
